alpha	RSME	lambda	SE
0.0	0.235702260396	0.0	nan
0.0	0.235702260396	0.1	nan
0.0	0.235702260396	0.2	nan
0.0	0.235702260396	0.3	nan
0.0	0.235702260396	0.4	nan
0.0	0.235702260396	0.5	nan
0.0	0.235702260396	0.6	nan
0.0	0.235702260396	0.7	nan
0.0	0.235702260396	0.8	nan
0.0	0.235702260396	0.9	nan
0.0	0.235702260396	1.0	nan
0.05	0.171454978224	0.0	nan
0.05	0.168115720826	0.1	nan
0.05	0.164723068765	0.2	nan
0.05	0.161256262373	0.3	nan
0.05	0.157672961825	0.4	nan
0.05	0.153887684046	0.5	nan
0.05	0.149745413268	0.6	nan
0.05	0.145007264704	0.7	nan
0.05	0.139446647579	0.8	nan
0.05	0.133663822422	0.9	nan
0.05	0.134426060153	1.0	nan
0.1	0.118873548115	0.0	nan
0.1	0.113064527659	0.1	nan
0.1	0.107289053724	0.2	nan
0.1	0.10164315128	0.3	nan
0.1	0.0962266294253	0.4	nan
0.1	0.0911623425331	0.5	nan
0.1	0.0867004417139	0.6	nan
0.1	0.0835863860925	0.7	nan
0.1	0.0841218329118	0.8	nan
0.1	0.094433852013	0.9	nan
0.1	0.126822219599	1.0	nan
0.15	0.0781689115852	0.0	nan
0.15	0.0709119622065	0.1	nan
0.15	0.0638619539982	0.2	nan
0.15	0.057441743843	0.3	nan
0.15	0.0523008542995	0.4	nan
0.15	0.0495063843947	0.5	nan
0.15	0.0508046925874	0.6	nan
0.15	0.0587358794354	0.7	nan
0.15	0.0765040947891	0.8	nan
0.15	0.108192104171	0.9	nan
0.15	0.159308171223	1.0	nan
0.2	0.0529704927497	0.0	nan
0.2	0.0463238955622	0.1	nan
0.2	0.0405498663811	0.2	nan
0.2	0.0367863049799	0.3	nan
0.2	0.0366056890136	0.4	nan
0.2	0.0414807588455	0.5	nan
0.2	0.0523205474043	0.6	nan
0.2	0.0701763682	0.7	nan
0.2	0.0972164241099	0.8	nan
0.2	0.136992692767	0.9	nan
0.2	0.193826438002	1.0	nan
0.25	0.0490415532399	0.0	nan
0.25	0.0463130198655	0.1	nan
0.25	0.0451639389958	0.2	nan
0.25	0.0463841543686	0.3	nan
0.25	0.0507019388573	0.4	nan
0.25	0.0588635160593	0.5	nan
0.25	0.0719532245185	0.6	nan
0.25	0.0917515486536	0.7	nan
0.25	0.120915607604	0.8	nan
0.25	0.162934024651	0.9	nan
0.25	0.221870341125	1.0	nan
0.3	0.0603342173324	0.0	nan
0.3	0.0605426509805	0.1	nan
0.3	0.0618626478123	0.2	nan
0.3	0.0647960661131	0.3	nan
0.3	0.0699745429319	0.4	nan
0.3	0.0783442248024	0.5	nan
0.3	0.0913740011691	0.6	nan
0.3	0.111181474036	0.7	nan
0.3	0.140534734834	0.8	nan
0.3	0.182980851077	0.9	nan
0.3	0.24430790851	1.0	nan
0.35	0.0748800037054	0.0	nan
0.35	0.0760174316175	0.1	nan
0.35	0.0779161719747	0.2	nan
0.35	0.0810777874723	0.3	nan
0.35	0.0862008488861	0.4	nan
0.35	0.0943470979331	0.5	nan
0.35	0.107082282418	0.6	nan
0.35	0.126516940573	0.7	nan
0.35	0.155338819456	0.8	nan
0.35	0.19757437626	0.9	nan
0.35	0.263550519378	1.0	nan
0.4	0.0873177195393	0.0	nan
0.4	0.088578883614	0.1	nan
0.4	0.0904677550281	0.2	nan
0.4	0.0935405466111	0.3	nan
0.4	0.0985576033892	0.4	nan
0.4	0.106606574434	0.5	nan
0.4	0.119169403534	0.6	nan
0.4	0.138125327563	0.7	nan
0.4	0.165991965812	0.8	nan
0.4	0.207819946652	0.9	nan
0.4	0.281459566647	1.0	nan
0.45	0.0959698648816	0.0	nan
0.45	0.0972997834309	0.1	nan
0.45	0.099229574908	0.2	nan
0.45	0.102380934359	0.3	nan
0.45	0.10755925254	0.4	nan
0.45	0.115810823709	0.5	nan
0.45	0.128409934249	0.6	nan
0.45	0.146864408427	0.7	nan
0.45	0.17350685234	0.8	nan
0.45	0.214922304693	0.9	nan
0.45	0.298696191391	1.0	nan
0.5	0.100985356007	0.0	nan
0.5	0.102552345026	0.1	nan
0.5	0.104809738057	0.2	nan
0.5	0.108373874763	0.3	nan
0.5	0.11405836148	0.4	nan
0.5	0.122823407411	0.5	nan
0.5	0.135674876668	0.6	nan
0.5	0.153696851614	0.7	nan
0.5	0.179060345322	0.8	nan
0.5	0.220144039071	0.9	nan
0.5	0.314789922723	1.0	nan
0.55	0.104621481174	0.0	nan
0.55	0.106074437581	0.1	nan
0.55	0.108659153673	0.2	nan
0.55	0.112744730757	0.3	nan
0.55	0.1190732449	0.4	nan
0.55	0.128504877957	0.5	nan
0.55	0.141789344614	0.6	nan
0.55	0.159611183837	0.7	nan
0.55	0.183984620976	0.8	nan
0.55	0.224872116533	0.9	nan
0.55	0.328753541989	1.0	nan
0.6	0.111847972858	0.0	nan
0.6	0.11148949399	0.1	nan
0.6	0.113375907125	0.2	nan
0.6	0.117283617384	0.3	nan
0.6	0.123785563044	0.4	nan
0.6	0.133669985656	0.5	nan
0.6	0.147495140201	0.6	nan
0.6	0.165589968694	0.7	nan
0.6	0.18971826699	0.8	nan
0.6	0.23061501273	0.9	nan
0.6	0.339811670961	1.0	nan
0.65	0.1288274472	0.0	nan
0.65	0.124005422894	0.1	nan
0.65	0.122756224984	0.2	nan
0.65	0.12443119738	0.3	nan
0.65	0.129583692112	0.4	nan
0.65	0.1390992469	0.5	nan
0.65	0.153440502087	0.6	nan
0.65	0.172541814236	0.7	nan
0.65	0.197620278878	0.8	nan
0.65	0.238809483531	0.9	nan
0.65	0.347806645722	1.0	nan
0.7	0.157943586319	0.0	nan
0.7	0.147850202638	0.1	nan
0.7	0.140797627842	0.2	nan
0.7	0.137055850424	0.3	nan
0.7	0.138098054901	0.4	nan
0.7	0.145594157148	0.5	nan
0.7	0.160177889749	0.6	nan
0.7	0.181179706757	0.7	nan
0.7	0.208656457898	0.8	nan
0.7	0.250435735671	0.9	nan
0.7	0.353128447996	1.0	nan
0.75	0.193706556908	0.0	nan
0.75	0.182773596847	0.1	nan
0.75	0.169625206054	0.2	nan
0.75	0.157680248019	0.3	nan
0.75	0.151127488488	0.4	nan
